,package,version,update_date,depends,makedepends,checkdepends,opt_depends
6872,python2-txaio,2.10.0,2018-04-09T17:22:37.580Z,python2-six,python2-setuptools python-setuptools,python2-twisted python-twisted,
6873,python2-typing,3.6.4,2018-02-16T17:14:55.235Z,python2,python2 python2-setuptools,,
6874,python2-typogrify,2.0.7,2017-01-06T08:11:37.076Z,python2 python2-smartypants,python python2 python2-setuptools python2-smartypants python-setuptools python-smartypants,,
6875,python2-tzlocal,1.5.1,2018-02-17T14:01:24.979Z,python2-pytz,python2-setuptools python-setuptools,python2-mock python-mock,
6876,python2-ujson,1.35,2017-01-06T08:13:46.523Z,python2,python2-setuptools python-setuptools,python2-blist python2-pytz python2-six python2-unittest2 python-blist python-pytz python-six,
6877,python2-ukpostcodeparser,1.1.2,2017-11-26T05:35:41.589Z,python2,python2-setuptools python-setuptools,,
6878,python2-u-msgpack,2.5.0,2018-04-09T02:38:01.070Z,python2,python python2,python2-pytest python-pytest,
6879,python2-uncertainties,3.0.2,2018-01-16T10:01:00.151Z,python2,git python2-setuptools python-setuptools,python2-nose python2-numpy python-nose python-numpy,python2-numpy: additional support for NumPy arrays and matrices
6880,python2-unicodecsv,0.14.1,2017-05-09T06:16:09.071Z,python2,python2-setuptools,,
6881,python2-unicorn,1.0.1,2018-02-28T19:51:20.012Z,python2 unicorn,python python2 python2-setuptools python-setuptools ruby ruby-rdoc,cmocka,
6882,python2-unidecode,1.0.22,2018-02-11T21:24:13.121Z,python2,python2-setuptools python-setuptools,,
6883,python2-unittest2,1.1.0,2016-05-27T03:28:33.128Z,python2-six python2-traceback2,python2-distribute,,
6884,python2-unittest-mixins,1.4,2017-11-09T09:20:35.768Z,python2-six,python2-setuptools python-setuptools,python2-pytest-runner python-pytest-runner,
6885,python2-unittest-xml-reporting,2.1.1,2018-02-17T17:40:32.175Z,python2-six,python2-setuptools python-setuptools,python2-lxml python2-mock python-lxml python-mock,
6886,python2-unpaddedbase64,1.1.0,2017-01-14T22:17:40.158Z,python2,python2-setuptools python-setuptools,,
6887,python2-unrardll,0.1.3,2017-06-28T22:54:17.215Z,libunrar python2,python2-setuptools python-setuptools,,
6888,python2-update-checker,0.16,2017-01-11T04:37:28.485Z,python2-requests,python2-requests python2-setuptools python-requests python-setuptools,,
6889,python2-uritemplate,3.0.0,2017-01-06T08:11:48.210Z,python2,python2-setuptools python-setuptools,,
6890,python2-urllib3,1.22,2017-08-02T15:21:58.282Z,python2,python2-mock python2-ndg-httpsclient python2-pyasn1 python2-pyopenssl python2-pysocks python2-setuptools python2-sphinx python-mock python-ndg-httpsclient python-pyasn1 python-pyopenssl python-pysocks python-setuptools,python2-gcp-devrel-py-tools python2-nose python2-psutil python2-pytest-runner python2-tornado python-gcp-devrel-py-tools python-nose python-psutil python-pytest-runner python-tornado,python2-pysocks: SOCKS support
6891,python2-urwid,2.0.1,2018-02-24T01:09:09.949Z,glibc python2,glibc python2-setuptools python-setuptools,,
6892,python2-urwidtrees,1.0.2,2018-02-26T09:50:36.663Z,python2 python2-urwid>=1.1.0,python python2 python2-sphinx python2-urwid>=1.1.0 python-sphinx python-urwid>=1.1.0,,
6893,python2-utils,2.3.0,2018-02-14T18:21:52.874Z,python2 python2-six,python python2 python2-setuptools python-setuptools,,
6894,python2-vcrpy,1.11.1,2017-06-10T16:15:47.269Z,python2-contextlib2 python2-mock python2-six python2-wrapt python2-yaml,python2-contextlib2 python2-mock python2-setuptools python2-six python2-wrapt python2-yaml python-setuptools python-six python-wrapt python-yaml python-yarl,python2-pytest-httpbin python2-pytest-runner python-mock python-pytest-httpbin python-pytest-runner,
6895,python2-vcversioner,2.16.0.0,2017-12-26T00:36:13.103Z,python2,python2-setuptools python-setuptools,python2-pytest-runner python-pytest-runner,
6896,python2-venusian,1.1.0,2017-04-26T07:39:30.087Z,python2,python2-setuptools python-setuptools,python2-pytest-runner python-pytest-runner,
6897,python2-vine,1.1.4,2017-07-17T15:08:12.616Z,python2-case,python2-case python2-setuptools python-case python-setuptools,python2-pytest python-pytest,
6898,python2-virtualenv,15.1.0,2017-12-22T06:48:48.945Z,python2-setuptools,python2-setuptools python2-sphinx python-setuptools python-sphinx,python2-mock python2-pytest python-mock python-pytest,
6899,python2-virtualenv-clone,0.3.0,2018-03-05T12:31:20.264Z,python2,python2-distribute python-distribute,,
6900,python2-vobject,0.9.5,2018-04-19T23:05:44.274Z,python2-dateutil python2-setuptools,python2-dateutil python2-setuptools python-dateutil python-setuptools,,
6901,python2-voluptuous,0.11.1,2018-02-25T19:08:31.586Z,python2,python2-pypandoc python2-setuptools python-pypandoc python-setuptools,python2-nose python-nose,
6902,python2-w3lib,1.19.0,2018-01-25T03:23:43.192Z,python2-six,python2-setuptools python2-six python-setuptools python-six,python2-pytest python-pytest,
6903,python2-waitress,1.1.0,2017-10-11T08:14:15.549Z,python2-setuptools,python2-setuptools python-setuptools,python2-nose python-nose,
6904,python2-warlock,1.3.0,2017-01-06T08:11:52.359Z,python2-jsonpatch python2-jsonschema python2-six,git python2-jsonpatch python2-jsonschema python2-setuptools python2-six python-jsonpatch python-jsonschema python-setuptools python-six,python2-pytest-runner python-pytest-runner,
6905,python2-watchdog,0.8.3,2017-01-06T08:11:57.206Z,python2-argh python2-pathtools python2-yaml,python2-argh python2-pathtools python2-setuptools python2-yaml python-argh python-pathtools python-setuptools python-yaml,python2-pytest-cov python2-pytest-timeout python-pytest-cov python-pytest-timeout,
6906,python2-wcwidth,0.1.7,2017-01-06T08:11:58.065Z,python2,python2-setuptools python-setuptools,,
6907,python2-webcolors,1.8.1,2018-02-14T05:43:16.865Z,python2,python2-setuptools python-setuptools,python2-pytest python-pytest,
6908,python2-webencodings,0.5.1,2017-04-07T16:59:56.792Z,python2,python python2 python2-setuptools python-setuptools,python2-nose python-nose,
6909,python2-webob,1.8.1,2018-04-25T13:09:02.322Z,python2,python2-setuptools python-setuptools python-sphinx,python2-pytest-runner python-pytest-runner,python-webob-docs: documentation
6910,python2-webpy,0.37,2018-03-25T11:08:28.048Z,python2,,,mysql-python: use MySQL as the backing database python2-mako: alternative templating engine python2-psycopg2: use PostgreSQL as the backing database
6911,python2-websocket-client,0.47.0,2018-02-22T09:44:55.539Z,python2-six,python2-setuptools python2-six python-setuptools python-six,,
6912,python2-webtest,2.0.29,2017-10-22T17:15:28.086Z,python2-beautifulsoup4 python2-six python2-waitress python2-webob,python2-beautifulsoup4 python2-setuptools python2-six python2-waitress python2-webob python-beautifulsoup4 python-setuptools python-six python-waitress python-webob,python2-coverage python2-mock python2-nose python2-pastedeploy python2-pyquery python2-wsgiproxy2 python-coverage python-mock python-nose python-pastedeploy python-pyquery python-wsgiproxy2,python2-lxml: for response.lxml python2-pyquery: for response.pyquery
6913,python2-werkzeug,0.14.1,2018-03-16T05:45:30.320Z,python2,python2-pytest python2-requests python2-setuptools python-pytest python-requests python-setuptools,,
6914,python2-whatever,0.5,2017-08-24T11:10:35.326Z,python2,python2-setuptools python-setuptools,python2-pytest-runner python-pytest-runner,
6915,python2-wheel,0.31.0,2018-04-07T05:45:14.180Z,python2,python python2 python2-setuptools python-setuptools,python2-jsonschema python2-keyring python2-keyrings-alt python2-pytest-cov python2-xdg python-jsonschema python-keyring python-keyrings-alt python-pytest-cov python-xdg,python2-xdg: for wheel.signatures
6916,python2-whelk,2.7.1,2017-04-19T11:48:22.390Z,python2,python python2,,
6917,python2-whitenoise,3.3.1,2017-09-29T21:35:58.122Z,python2,python2-setuptools python-setuptools,python2-brotli python2-django python2-pytest-runner python2-requests python-brotli python-django python-pytest-runner python-requests,
6918,python2-whoosh,2.7.4,2017-01-06T08:11:46.684Z,python2,mercurial python2-setuptools python-setuptools,python2-pytest-runner python-pytest-runner,
6919,python2-wikipedia,1.4.0,2017-01-06T08:11:24.877Z,python-beautifulsoup4 python-requests,python2-setuptools python-setuptools,,
6920,python2-wnck,2.32.0,2017-01-26T11:59:49.078Z,libwnck pygtk,gnome-python intltool libgnome-keyring libwnck pkg-config,,
6921,python2-wrapt,1.10.11,2017-08-11T07:43:47.332Z,python2,python python2,python2-pytest python-pytest,
6922,python2-wsaccel,0.6.2,2017-01-06T08:13:39.202Z,python2,cython cython2 git python2-setuptools python-setuptools,python2-pytest-runner python-pytest-runner,
6923,python2-wsgi-intercept,1.7.0,2018-04-16T21:28:12.209Z,python2-six,python2-setuptools python2-sphinx python-setuptools python-sphinx,python2-httplib2 python2-pytest python2-requests python2-urllib3 python-httplib2 python-pytest python-requests python-urllib3,
6924,python2-wsgiproxy2,0.4.4,2017-06-04T03:06:45.244Z,python2-six python2-webob,git python2-setuptools python2-six python2-webob python-setuptools python-six python-webob,python2-nose python2-requests python2-waitress python2-webtest python-nose python-requests python-waitress python-webtest,
6925,python2-wsproto,0.11.0,2018-04-09T19:51:01.303Z,python2-enum34 python2-h11,python2-enum34 python2-h11 python2-setuptools python-h11 python-setuptools,python2-pytest-runner python-pytest-runner,
6926,python2-wstools,0.4.8,2018-04-12T06:19:11.710Z,python2-setuptools python2-six,python2-pbr python2-setuptools python-pbr python-setuptools,autopep8 python2-autopep8 python2-hacking python2-pytest-cov python2-pytest-runner python-hacking python-pytest-cov python-pytest-runner,
6927,python2-wtforms,2.1,2017-01-06T08:11:54.573Z,python2,python2-setuptools python2-sphinx python-setuptools python-sphinx,,
6928,python2-wxpython3,3.0.2.0,2018-04-07T14:42:38.974Z,python2 wxgtk3,glu mesa,,
6929,python2-xapian,1.4.5,2018-03-07T11:35:58.187Z,python2 xapian-core=1:1.4.5,python2-sphinx python-sphinx xapian-core=1:1.4.5,,
6930,python2-xapp,1.2.0,2018-04-20T10:21:18.635Z,python2 python2-psutil,,,
6931,python2-xattr,0.9.3,2018-02-02T14:04:09.656Z,python2-cffi python2-setuptools,python2-cffi python2-setuptools python-cffi python-setuptools,,
6932,python2-xcffib,0.6.0,2018-03-07T07:01:30.522Z,libxcb python2-cffi python2-six,haskell-xcffib libxcb python2-cffi python2-setuptools python2-six python-cffi python-setuptools python-six,python2-nose python-nose xorg-server-xvfb xorg-xeyes,
6933,python2-xdg,0.25,2017-01-06T08:19:35.530Z,python2,python python2,,
6934,python2-xlib,0.23,2018-03-24T13:43:37.439Z,python2 python2-six,python python2 python2-setuptools python-setuptools,,
6935,python2-xlrd,1.1.0,2017-09-19T08:59:28.974Z,python2,python2-setuptools python-setuptools,,
6936,python2-xlsxwriter,1.0.4,2018-04-14T22:16:08.713Z,python2,python2-setuptools python-setuptools,,
6937,python2-xlwt,1.3.0,2017-09-19T09:09:13.254Z,python2,python2-setuptools python-setuptools,,
6938,python2-xmltodict,0.11.0,2017-05-01T00:58:30.547Z,python2,python2-setuptools python-setuptools,,
6939,python2-xpybutil,0.0.3,2018-04-28T09:25:03.602Z,python2-xcffib,python2-setuptools python2-xcffib python-setuptools python-xcffib,,
6940,python2-yaml,3.12,2017-09-28T00:58:59.469Z,libyaml python2,libyaml python python2,,
6941,python2-yapf,0.21.0,2018-03-19T06:57:02.180Z,python2-setuptools,python2-setuptools python-setuptools,python2-nose python-nose,
6942,python2-yara,3.7.0,2017-11-13T23:53:23.771Z,glibc python2 yara,git glibc python python2 python2-setuptools python-setuptools yara,,
6943,python2-zbar,0.20,2018-04-04T14:32:20.420Z,pygtk zbar-gtk,docbook-xsl libmagick libxv pygtk python qt5-x11extras v4l-utils xmlto,,
6944,python2-zconfig,3.2.0,2017-11-16T23:50:56.750Z,python2,python2-setuptools python-setuptools,python2-docutils python2-manuel python2-nose python2-zope-testrunner python-docutils python-manuel python-nose python-zope-testrunner,
6945,python2-zope-annotation,4.6.0,2017-09-22T16:08:30.970Z,python2-setuptools python2-zope-component python2-zope-interface python2-zope-location python2-zope-proxy,python2-setuptools python2-zope-component python2-zope-interface python2-zope-location python2-zope-proxy python-setuptools python-zope-component python-zope-interface python-zope-location python-zope-proxy,python2-zope-configuration python2-zope-testing python2-zope-testrunner python-zope-configuration python-zope-testing python-zope-testrunner,
6946,python2-zope-component,4.4.1,2017-09-29T15:37:23.189Z,python2-setuptools python2-zope-event python2-zope-interface,python2-setuptools python2-zope-event python2-zope-interface python-setuptools python-zope-event python-zope-interface,python2-persistent python2-zope-configuration python2-zope-hookable python2-zope-i18nmessageid python2-zope-location python2-zope-proxy python2-zope-security python2-zope-testrunner python-persistent python-zope-configuration python-zope-hookable python-zope-i18nmessageid python-zope-location python-zope-proxy python-zope-security python-zope-testrunner,
6947,python2-zope-configuration,4.1.0,2017-06-06T15:58:01.046Z,python2-setuptools python2-zope-i18nmessageid python2-zope-interface python2-zope-schema,python2-setuptools python2-zope-i18nmessageid python2-zope-interface python2-zope-schema python-setuptools python-zope-i18nmessageid python-zope-interface python-zope-schema,python2-zope-testrunner python-zope-testrunner,
6948,python2-zope-copy,4.1.0,2017-08-02T15:19:16.233Z,python2-setuptools python2-zope-interface,python2-setuptools python2-zope-interface python-setuptools python-zope-interface,python2-zope-location python2-zope-testing python2-zope-testrunner python-zope-location python-zope-testing python-zope-testrunner,
6949,python2-zope-deprecation,4.3.0,2017-08-12T05:38:46.570Z,python2-setuptools,python2-setuptools python-setuptools,python2-nose python-nose,
6950,python2-zope-event,4.3.0,2017-07-28T07:28:07.327Z,python2,python2-setuptools python-setuptools,,
6951,python2-zope-exceptions,4.2.0,2017-09-13T08:03:29.951Z,python2-setuptools python2-zope-interface,python2-setuptools python2-zope-interface python-setuptools python-zope-interface,python2-zope-testrunner python-zope-testrunner,
6952,python2-zope-hookable,4.2.0,2018-04-21T04:21:16.111Z,python2-setuptools,python2-setuptools python-setuptools,python2-nose python2-pytest-runner python-nose,
6953,python2-zope-i18nmessageid,4.1.0,2017-06-06T15:58:06.021Z,python2-setuptools,python2-setuptools python-setuptools,python2-zope-testrunner python-zope-testrunner,
6954,python2-zope-interface,4.5.0,2018-04-28T08:47:02.516Z,python2,python2-setuptools python-setuptools,python2-zope-event python-zope-event,
6955,python2-zope-location,4.1.0,2017-08-15T08:35:33.633Z,python2-setuptools python2-zope-interface python2-zope-proxy python2-zope-schema,python2-setuptools python2-zope-interface python2-zope-proxy python2-zope-schema python-setuptools python-zope-interface python-zope-proxy python-zope-schema,python2-zope-component python2-zope-configuration python2-zope-copy python2-zope-testrunner python-zope-component python-zope-configuration python-zope-copy python-zope-testrunner,
6956,python2-zope-proxy,4.3.0,2017-09-16T13:40:35.658Z,python2-setuptools python2-zope-interface,python2-setuptools python2-zope-interface python-setuptools python-zope-interface,python2-zope-security python-zope-security,
6957,python2-zope-schema,4.5.0,2017-07-11T05:36:25.869Z,python2-setuptools python2-zope-event python2-zope-interface,python2-setuptools python2-zope-event python2-zope-interface python-setuptools python-zope-event python-zope-interface,python2-zope-testing python2-zope-testrunner python-zope-testing python-zope-testrunner,
6958,python2-zope-security,4.2.2,2018-01-11T19:43:59.619Z,python2-setuptools python2-zope-component python2-zope-i18nmessageid python2-zope-interface python2-zope-location python2-zope-proxy python2-zope-schema,python2-setuptools python2-zope-component python2-zope-i18nmessageid python2-zope-interface python2-zope-location python2-zope-proxy python2-zope-schema python-setuptools python-zope-component python-zope-i18nmessageid python-zope-interface python-zope-location python-zope-proxy python-zope-schema,python2-btrees python2-nose python2-zope-configuration python2-zope-testing python2-zope-testrunner python-btrees python-nose python-zope-configuration python-zope-testing python-zope-testrunner,
6959,python2-zope-testing,4.6.2,2017-06-13T16:03:45.906Z,python2-setuptools python2-zope-exceptions python2-zope-interface,python2-setuptools python2-zope-exceptions python2-zope-interface python-setuptools python-zope-exceptions python-zope-interface,python2-nose python-nose,
6960,python2-zope-testrunner,4.8.1,2017-11-12T16:11:43.897Z,python2-setuptools python2-six python2-zope-exceptions python2-zope-interface,python2-setuptools python2-six python2-zope-exceptions python2-zope-interface python-setuptools python-six python-zope-exceptions python-zope-interface,python2-zope-testing python2-zope-testrunner python-zope-testing python-zope-testrunner,
6961,python-acme,0.24.0,2018-05-03T14:22:49.685Z,python-josepy python-mock python-pyopenssl python-pyrfc3339 python-pytz python-requests python-setuptools python-six,python2-josepy python2-mock python2-pyopenssl python2-pyrfc3339 python2-pytz python2-requests python2-setuptools python2-six python-josepy python-mock python-pyopenssl python-pyrfc3339 python-pytz python-requests python-setuptools python-six,python2-pytest-runner python-pytest-runner,
6962,python-aiohttp,3.1.3,2018-04-18T23:49:29.414Z,python python-async-timeout python-attrs python-chardet python-idna_ssl python-multidict python-yarl,cython python-setuptools,python-async_generator python-pytest python-pytest-mock python-pytest-runner,
6963,python-alembic,0.9.9,2018-04-07T15:34:48.090Z,python python-dateutil python-editor python-mako python-sqlalchemy,python2-dateutil python2-editor python2-mako python2-setuptools python2-sqlalchemy python-dateutil python-editor python-mako python-setuptools python-sqlalchemy,python2-mock python2-pytest python-mock python-pytest,
6964,python-amqp,2.2.2,2017-09-15T05:08:44.082Z,python-vine,python2-vine python-vine,python2-pytest-runner python-pytest-runner,
6965,python-ansi2html,1.4.2,2018-04-10T08:23:57.899Z,python-setuptools python-six,,,
6966,python-ansible,2.5.2,2018-04-27T02:15:36.337Z,python-crypto python-jinja python-paramiko python-yaml,asciidoc fakeroot python python2-setuptools python-setuptools,,acme-tiny: openssl_certificate module python2-boto3: aws_s3 module python2-dnspython: for dig lookup python2-jmespath: json_query support python2-netaddr: for the ipaddr filter python2-ovirt-engine-sdk: ovirt support python2-passlib: crypt values for vars_prompt python2-pyopenssl: openssl modules python2-pywinrm: connect to Windows machines python2-systemd: log to journal sshpass: for ssh connections with password
6967,python-antlr4,4.7.1,2018-04-18T10:46:17.441Z,python,python-setuptools,,
6968,python-anyjson,0.3.3,2017-01-06T08:11:32.914Z,python,python2-setuptools python-setuptools,,
6969,python-anytree,2.4.3,2018-03-24T15:34:50.275Z,python-six,git python2-setuptools python2-six python-setuptools python-six,,
6970,python-apache-libcloud,2.3.0,2018-03-03T11:04:13.003Z,python-requests,python2-requests python2-setuptools python-requests python-setuptools,openssh python2-mock python2-pytest-runner python2-requests-mock python-mock python-pytest-runner python-requests-mock,
6971,python-apipkg,1.4,2017-01-06T08:11:55.107Z,python,python2-setuptools python-setuptools,python2-pytest python-pytest,
6972,python-appdirs,1.4.3,2017-03-08T10:44:14.990Z,python,python2-setuptools python-setuptools,,
6973,python-apptools,4.4.0,2017-01-06T08:11:34.167Z,python-traits,python2-setuptools python2-traits python-setuptools python-traits,,python-configobj: for apptools.preferences package python-traitsui: for user interface to apptools
6974,python-apsw,3.22.0,2018-03-28T21:49:47.086Z,python sqlite,python python2,,
6975,python-argcomplete,1.9.4,2018-02-21T15:18:29.267Z,python,python2-setuptools python-setuptools,python2-pexpect python-pexpect tcsh,
6976,python-argh,0.26.2,2017-01-06T08:11:33.754Z,python,git python2-setuptools python-setuptools,python2-iocapture python2-mock python2-pytest python-iocapture python-mock python-pytest,
6977,python-argparse,1.4.0,2017-01-06T08:11:44.920Z,python,python python2 python2-setuptools python-setuptools,,
6978,python-args,0.1.0.20121116,2017-01-06T08:11:43.689Z,python,git python2-setuptools python-setuptools,python2-nose python-nose,
6979,python-arrow,0.12.1,2018-04-30T08:27:48.398Z,python python-dateutil python-nose,python2-setuptools python-setuptools,,
6980,python-asn1crypto,0.24.0,2017-12-22T05:49:09.041Z,python,python2-setuptools python-setuptools,,
6981,python-aspectlib,1.4.2,2017-01-06T08:11:45.734Z,python,git python2-setuptools python-setuptools,python2-mock python2-process-tests python2-profilestats python2-pytest-capturelog python2-tornado python2-trollius python-mock python-process-tests python-profilestats python-pytest-capturelog python-tornado,
6982,python-ass,0.4.2,2017-01-06T08:11:32.165Z,python-setuptools,git python2-setuptools python-setuptools,,
6983,python-astor,0.6.2,2017-11-17T03:14:54.656Z,python,python2-setuptools python-setuptools,python2-nose python2-unittest2 python-nose,
6984,python-astroid,1.6.3,2018-04-10T16:51:10.754Z,python-lazy-object-proxy python-six python-wrapt,python2-backports.functools_lru_cache python2-enum34 python2-lazy-object-proxy python2-setuptools python2-singledispatch python2-six python2-wrapt python-lazy-object-proxy python-setuptools python-six python-wrapt,python2-dateutil python2-nose python2-numpy python2-pytest python-dateutil python-nose python-numpy python-pytest,
6985,python-async_generator,1.9,2018-04-24T23:00:48.345Z,python,python-setuptools,python-pytest,
6986,python-async-timeout,2.0.1,2018-03-15T02:40:29.010Z,python,python-setuptools,python-pytest python-pytest-aiohttp python-pytest-asyncio python-pytest-cov,
6987,python-atomicwrites,1.1.5,2018-02-17T00:33:37.776Z,python,python2-setuptools python-setuptools,python2-pytest python-pytest,
6988,python-atspi,2.26.0,2017-10-06T12:07:39.372Z,at-spi2-core python-gobject,at-spi2-core git gnome-common python2-gobject python-gobject,,
6989,python-attrs,17.4.0,2017-12-30T09:00:19.370Z,python,python2-setuptools python-setuptools,python2-hypothesis python2-pytest-runner python2-zope-interface python-hypothesis python-pytest-runner python-zope-interface,
6990,python-aubio,0.4.6,2018-04-19T23:05:44.512Z,aubio python-numpy python-setuptools,doxygen ffmpeg fftw jack libsamplerate libsndfile python2-numpy python2-setuptools python2-sphinx python-numpy python-setuptools python-sphinx txt2man,python2-nose2 python-nose2,
6991,python-augeas,1.0.3,2017-08-22T14:43:46.275Z,augeas python-cffi,python-setuptools,,
6992,python-autobahn,18.4.1,2018-04-12T12:19:02.233Z,python python-six python-twisted python-txaio,python2-setuptools python2-six python2-twisted python2-txaio python-setuptools python-six python-twisted python-txaio,,
6993,python-automat,0.6.0,2017-05-18T05:37:59.509Z,python-attrs python-setuptools,m2r python2-attrs python2-m2r python2-setuptools-scm python-attrs python-setuptools-scm,python2-pytest-runner python-pytest-runner,
6994,python-axolotl,0.1.42,2018-04-07T17:13:50.360Z,python-axolotl-curve25519 python-cryptography python-protobuf,python2-axolotl-curve25519 python2-cryptography python2-protobuf python2-setuptools python-axolotl-curve25519 python-cryptography python-protobuf python-setuptools,python2-pytest python-pytest,
6995,python-axolotl-curve25519,0.1,2017-09-12T17:24:48.905Z,glibc python zlib,glibc python2-setuptools python-setuptools zlib,,
6996,python-babel,2.5.3,2018-01-23T11:59:37.100Z,python python-pytz,python python2 python2-pytz python2-setuptools python-pytz python-setuptools,,
6997,python-basemap,1.1.0,2018-02-07T18:50:15.937Z,geos python-basemap-common python-httplib2 python-matplotlib python-numpy shapelib,geos python2-numpy python-numpy shapelib,,python-pillow: Python Imaging Library is only needed for bluemarble and warpimage methods.
6998,python-basemap-common,1.1.0,2018-02-07T18:50:15.968Z,,geos python2-numpy python-numpy shapelib,,
6999,python-bcrypt,3.1.4,2017-10-12T08:04:39.132Z,python-cffi python-six,python2-cffi python2-setuptools python2-six python-cffi python-setuptools python-six,python2-pytest-runner python-pytest-runner,
7000,python-beaker,1.9.1,2018-04-28T08:47:02.338Z,python,python2-funcsigs python2-setuptools python-setuptools,memcached mongodb pifpaf python2-coverage python2-cryptography python2-memcached python2-mock python2-nose python2-pycryptodomex python2-pylibmc python2-pymongo python2-redis python2-sqlalchemy python2-webtest python-coverage python-cryptography python-memcached python-mock python-nose python-pycryptodomex python-pylibmc python-pymongo python-redis python-sqlalchemy python-webtest redis,
7001,python-beautifulsoup4,4.6.0,2017-05-07T16:04:17.655Z,python,python2-setuptools python-setuptools,python2-pytest python-pytest,python-chardet: to autodetect character encodings python-html5lib: alternative HTML parser python-lxml: alternative HTML parser
7002,python-betamax,0.8.1,2018-03-13T23:46:18.719Z,python-requests,python2-requests python2-setuptools python-requests python-setuptools,python2-mock python2-pytest-runner python-pytest-runner,
7003,python-betamax-matchers,0.4.0,2017-01-17T10:43:33.925Z,python-betamax python-requests-toolbelt,git python2-betamax python2-requests-toolbelt python2-setuptools python-betamax python-requests-toolbelt python-setuptools,python2-pytest-runner python-pytest-runner,
7004,python-betamax-serializers,0.2.0,2017-01-06T08:11:57.395Z,python-betamax,git python2-setuptools python-betamax python-setuptools,python2-pytest-runner python-pytest-runner,
7005,python-billiard,3.5.0.3,2017-07-17T15:10:22.143Z,python,python2-setuptools python-setuptools,python2-case python2-pytest-runner python-case python-pytest-runner,
7006,python-binary-memcached,0.26.1,2017-07-20T06:40:28.456Z,python-six,python2-setuptools python-setuptools,memcached python2-mock python2-pytest-runner python-pytest-runner,
7007,python-biopython,1.71,2018-04-06T06:22:03.920Z,python-numpy,python2-setuptools python-setuptools,,python-mysql-connector: for BioSQL module
7008,python-bitvector,3.4.8,2018-03-21T17:52:07.027Z,python,python2-setuptools python-setuptools,,
7009,python-bleach,2.1.3,2018-03-24T12:10:03.572Z,python-html5lib,python python2 python2-setuptools python-setuptools,,
7010,python-blessed,1.14.2,2017-09-02T20:09:18.348Z,python-six python-wcwidth,python2-setuptools python-setuptools,,
7011,python-blessings,1.6.1,2018-02-21T00:45:32.884Z,python,python2-distribute python-distribute,,
7012,python-blinker,1.4,2017-01-06T08:11:56.625Z,python,python2-setuptools python-setuptools,python2-nose python-nose,
7013,python-blist,1.3.6,2017-01-06T08:13:49.472Z,python,python2-setuptools python-setuptools,,
7014,python-blosc,1.5.1,2017-04-10T16:17:33.003Z,blosc python,blosc python2-setuptools python-setuptools,,
7015,python-bluepy,1.1.4,2017-11-14T19:38:24.430Z,bluez glib2 python python-setuptools,bluez glib2 python python2 python2-setuptools python2-sphinx python-setuptools python-sphinx,,
7016,python-boto,2.48.0,2017-07-07T02:06:36.183Z,python,python2-setuptools python-setuptools,python2-httpretty python2-mock python2-nose python2-requests python-httpretty python-mock python-nose python-requests,
7017,python-boto3,1.7.10,2018-04-27T07:26:05.324Z,python-botocore python-jmespath python-s3transfer,python2-setuptools python-setuptools,,
7018,python-botocore,1.10.10,2018-04-27T07:26:05.541Z,python-dateutil python-docutils python-jmespath,python2-setuptools python-setuptools,,
7019,python-bottle,0.12.13,2017-01-11T04:35:12.363Z,python,git python2-setuptools python-setuptools,python2-cherrypy python2-eventlet python2-gevent python2-jinja python2-mako python2-paste python2-tornado python2-twisted python-cherrypy python-eventlet python-gevent python-jinja python-mako python-paste python-tornado python-twisted,
7020,python-bottleneck,1.2.1,2017-05-31T20:23:30.011Z,python-numpy,cython cython2 python2-numpy python2-setuptools python-numpy python-setuptools,,python-nose: needed for integrated test suite python-scipy: needed for integrated benchmarks
7021,python-braintree,3.45.0,2018-04-21T06:28:40.382Z,python-requests,python2-requests python2-setuptools python-requests python-setuptools,python2-mock python2-nose python-nose,
7022,python-brotli,1.0.4,2018-04-28T08:47:18.941Z,python,cmake python python2,,
7023,python-brotlipy,0.7.0,2017-11-16T23:30:09.012Z,brotli06 python-cffi,brotli06 python2-cffi python2-setuptools python-cffi python-setuptools,brotli06-testdata python2-hypothesis python2-pytest-runner python-hypothesis python-pytest-runner,
7024,python-browserid,0.14.0,2018-01-23T16:24:05.258Z,python-requests,,,
7025,python-bsddb,6.2.5,2018-01-20T21:47:46.977Z,db python,python2 python3,,
7026,python-btchip,0.1.27,2018-04-30T00:57:55.438Z,python-hidapi,python2-setuptools python-setuptools,,btchip-udev: access BTChip as non-root user
7027,python-btrees,4.5.0,2018-04-28T08:47:18.887Z,python-persistent python-zope-interface,python2-persistent python2-setuptools python2-zope-interface python-persistent python-setuptools python-zope-interface,python2-pytest-runner python2-transaction python2-zope-testrunner python-pytest-runner python-transaction python-zope-testrunner,
7028,python-cached-property,1.4.2,2018-04-09T07:38:06.334Z,python,python2-setuptools python-setuptools,python2-freezegun python2-pytest python-freezegun python-pytest,
7029,python-cairo,1.17.0,2018-04-19T21:37:25.761Z,cairo python,cairo git python python2,,
7030,python-cairocffi,0.8.0,2017-03-21T07:45:07.569Z,cairo python-cffi python-xcffib,cairo gdk-pixbuf2 python2-cffi python2-setuptools python2-xcffib python-cffi python-setuptools python-xcffib,python2-pytest-runner python-pytest-runner,gdk-pixbuf2: for cairocffi.pixbuf
